#proteinId	gotermId	goName	gotermType	goAcc
5945	3546	transporter activity	molecular_function	GO:0005215
5961	2196	transcription factor activity	molecular_function	GO:0003700
5961	3838	nucleus	cellular_component	GO:0005634
5961	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
5961	5939	zinc ion binding	molecular_function	GO:0008270
5961	2176	DNA binding	molecular_function	GO:0003677
5961	4499	transcription	biological_process	GO:0006350
5970	2175	nucleic acid binding	molecular_function	GO:0003676
5978	2290	catalytic activity	molecular_function	GO:0003824
5978	2392	IMP dehydrogenase activity	molecular_function	GO:0003938
5978	4339	GMP biosynthetic process	biological_process	GO:0006177
5979	3435	Ras GTPase activator activity	molecular_function	GO:0005099
5979	3827	intracellular	cellular_component	GO:0005622
5979	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
5979	3432	GTPase activator activity	molecular_function	GO:0005096
5979	24310	regulation of small GTPase mediated signal transduction	biological_process	GO:0051056
5979	5250	signal transduction	biological_process	GO:0007165
5985	3727	protein binding	molecular_function	GO:0005515
5988	3546	transporter activity	molecular_function	GO:0005215
5988	4927	transport	biological_process	GO:0006810
5988	9321	integral to membrane	cellular_component	GO:0016021
5996	3043	protein kinase activity	molecular_function	GO:0004672
5996	3736	ATP binding	molecular_function	GO:0005524
5996	4602	protein amino acid phosphorylation	biological_process	GO:0006468
5996	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
5996	3708	binding	molecular_function	GO:0005488
5997	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
5997	3727	protein binding	molecular_function	GO:0005515
6003	4639	proteolysis	biological_process	GO:0006508
6003	5906	cysteine-type peptidase activity	molecular_function	GO:0008234
6003	2635	cysteine-type endopeptidase activity	molecular_function	GO:0004197
6006	3708	binding	molecular_function	GO:0005488
6006	4927	transport	biological_process	GO:0006810
6006	9320	membrane	cellular_component	GO:0016020
6006	3935	mitochondrial inner membrane	cellular_component	GO:0005743
6006	3546	transporter activity	molecular_function	GO:0005215
6007	13917	heat shock protein binding	molecular_function	GO:0031072
6019	2196	transcription factor activity	molecular_function	GO:0003700
6019	3838	nucleus	cellular_component	GO:0005634
6019	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
6019	5939	zinc ion binding	molecular_function	GO:0008270
6019	2176	DNA binding	molecular_function	GO:0003677
6019	4499	transcription	biological_process	GO:0006350
6019	2715	exo-alpha-sialidase activity	molecular_function	GO:0004308
6021	2196	transcription factor activity	molecular_function	GO:0003700
6021	3838	nucleus	cellular_component	GO:0005634
6021	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
6021	5939	zinc ion binding	molecular_function	GO:0008270
6033	3546	transporter activity	molecular_function	GO:0005215
6033	4927	transport	biological_process	GO:0006810
6033	9321	integral to membrane	cellular_component	GO:0016021
6034	3546	transporter activity	molecular_function	GO:0005215
6034	4927	transport	biological_process	GO:0006810
6034	9321	integral to membrane	cellular_component	GO:0016021
6046	9985	hydrolase activity	molecular_function	GO:0016787
6051	2290	catalytic activity	molecular_function	GO:0003824
6051	5830	metabolic process	biological_process	GO:0008152
6051	5793	alpha-methylacyl-CoA racemase activity	molecular_function	GO:0008111
6058	2290	catalytic activity	molecular_function	GO:0003824
6060	2313	1-alkyl-2-acetylglycerophosphocholine esterase activity	molecular_function	GO:0003847
6067	4650	amino acid metabolic process	biological_process	GO:0006520
6067	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
6067	2559	cystathionine beta-lyase activity	molecular_function	GO:0004121
6071	3727	protein binding	molecular_function	GO:0005515
6071	3930	cytoplasm	cellular_component	GO:0005737
6071	3082	receptor signaling protein tyrosine kinase activity	molecular_function	GO:0004716
6076	2196	transcription factor activity	molecular_function	GO:0003700
6076	3838	nucleus	cellular_component	GO:0005634
6076	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
6076	5939	zinc ion binding	molecular_function	GO:0008270
6076	2176	DNA binding	molecular_function	GO:0003677
6076	4499	transcription	biological_process	GO:0006350
6079	2175	nucleic acid binding	molecular_function	GO:0003676
6081	2196	transcription factor activity	molecular_function	GO:0003700
6081	3838	nucleus	cellular_component	GO:0005634
6081	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
6081	5939	zinc ion binding	molecular_function	GO:0008270
6084	5830	metabolic process	biological_process	GO:0008152
6084	9710	oxidoreductase activity	molecular_function	GO:0016491
6084	2290	catalytic activity	molecular_function	GO:0003824
6084	3708	binding	molecular_function	GO:0005488
6084	2532	carbonyl reductase (NADPH) activity	molecular_function	GO:0004090
6103	9985	hydrolase activity	molecular_function	GO:0016787
6103	2441	acid phosphatase activity	molecular_function	GO:0003993
6103	21295	metal ion binding	molecular_function	GO:0046872
6119	5830	metabolic process	biological_process	GO:0008152
6119	9710	oxidoreductase activity	molecular_function	GO:0016491
6119	2290	catalytic activity	molecular_function	GO:0003824
6119	3708	binding	molecular_function	GO:0005488
6119	2723	3-oxoacyl-[acyl-carrier-protein] reductase activity	molecular_function	GO:0004316
6120	3736	ATP binding	molecular_function	GO:0005524
6120	10082	ATPase activity	molecular_function	GO:0016887
6120	162	nucleotide binding	molecular_function	GO:0000166
6120	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
6120	4927	transport	biological_process	GO:0006810
6120	9321	integral to membrane	cellular_component	GO:0016021
6120	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
6122	21401	protein dimerization activity	molecular_function	GO:0046983
6134	3721	iron ion binding	molecular_function	GO:0005506
6134	12251	heme binding	molecular_function	GO:0020037
6135	2290	catalytic activity	molecular_function	GO:0003824
6135	3708	binding	molecular_function	GO:0005488
6135	5830	metabolic process	biological_process	GO:0008152
6135	2413	NADPH:quinone reductase activity	molecular_function	GO:0003960
6139	2290	catalytic activity	molecular_function	GO:0003824
6139	5830	metabolic process	biological_process	GO:0008152
6139	6485	galactonate dehydratase activity	molecular_function	GO:0008869
6144	4927	transport	biological_process	GO:0006810
6144	6171	ammonium transmembrane transporter activity	molecular_function	GO:0008519
6144	9320	membrane	cellular_component	GO:0016020
6151	3736	ATP binding	molecular_function	GO:0005524
6152	6664	electron carrier activity	molecular_function	GO:0009055
6152	8403	protein disulfide oxidoreductase activity	molecular_function	GO:0015035
6152	19912	cell redox homeostasis	biological_process	GO:0045454
6153	3838	nucleus	cellular_component	GO:0005634
6153	4440	DNA repair	biological_process	GO:0006281
6153	5143	cell cycle	biological_process	GO:0007049
6156	3727	protein binding	molecular_function	GO:0005515
6156	3736	ATP binding	molecular_function	GO:0005524
6156	19405	cellular protein metabolic process	biological_process	GO:0044267
6156	4591	protein folding	biological_process	GO:0006457
6156	24336	unfolded protein binding	molecular_function	GO:0051082
6157	2948	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	molecular_function	GO:0004571
6157	3724	calcium ion binding	molecular_function	GO:0005509
6157	9320	membrane	cellular_component	GO:0016020
6167	4591	protein folding	biological_process	GO:0006457
6167	9551	prefoldin complex	cellular_component	GO:0016272
6167	24336	unfolded protein binding	molecular_function	GO:0051082
6168	2615	aminopeptidase activity	molecular_function	GO:0004177
6168	4639	proteolysis	biological_process	GO:0006508
6168	10000	prolyl aminopeptidase activity	molecular_function	GO:0016804
6169	2175	nucleic acid binding	molecular_function	GO:0003676
6169	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
6169	3736	ATP binding	molecular_function	GO:0005524
6169	4556	translation	biological_process	GO:0006412
6170	2228	translation initiation factor activity	molecular_function	GO:0003743
6170	3737	GTP binding	molecular_function	GO:0005525
6170	3827	intracellular	cellular_component	GO:0005622
6170	4557	translational initiation	biological_process	GO:0006413
6170	2378	GTPase activity	molecular_function	GO:0003924
6170	4556	translation	biological_process	GO:0006412
6170	6198	protein-synthesizing GTPase activity	molecular_function	GO:0008547
6178	5795	peptide-methionine-(S)-S-oxide reductase activity	molecular_function	GO:0008113
6179	222	microtubule cytoskeleton organization and biogenesis	biological_process	GO:0000226
6179	663	spindle pole	cellular_component	GO:0000922
6179	4002	microtubule organizing center	cellular_component	GO:0005815
6193	5830	metabolic process	biological_process	GO:0008152
6193	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
6193	24535	NAD binding	molecular_function	GO:0051287
6193	22441	cofactor binding	molecular_function	GO:0048037
6193	2290	catalytic activity	molecular_function	GO:0003824
6193	3708	binding	molecular_function	GO:0005488
6193	6347	D-lactate dehydrogenase activity	molecular_function	GO:0008720
6197	2658	metalloendopeptidase activity	molecular_function	GO:0004222
6197	4639	proteolysis	biological_process	GO:0006508
6197	5909	metallopeptidase activity	molecular_function	GO:0008237
6197	5939	zinc ion binding	molecular_function	GO:0008270
6197	2677	saccharolysin activity	molecular_function	GO:0004247
6205	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
6205	6276	carbohydrate transport	biological_process	GO:0008643
6205	9320	membrane	cellular_component	GO:0016020
6205	3546	transporter activity	molecular_function	GO:0005215
6205	4927	transport	biological_process	GO:0006810
6205	9321	integral to membrane	cellular_component	GO:0016021
6205	6356	L-arabinose isomerase activity	molecular_function	GO:0008733
6208	3708	binding	molecular_function	GO:0005488
6215	2216	RNA binding	molecular_function	GO:0003723
6215	3169	tRNA (guanine-N2-)-methyltransferase activity	molecular_function	GO:0004809
6215	5721	tRNA processing	biological_process	GO:0008033
6218	5765	N-acetyltransferase activity	molecular_function	GO:0008080
6218	5830	metabolic process	biological_process	GO:0008152
6224	281	magnesium ion binding	molecular_function	GO:0000287
6224	4761	fatty acid biosynthetic process	biological_process	GO:0006633
6224	6512	phosphopantetheinyltransferase activity	molecular_function	GO:0008897
6224	14021	phosphopantetheine binding	molecular_function	GO:0031177
6224	6668	macromolecule biosynthetic process	biological_process	GO:0009059
6224	5830	metabolic process	biological_process	GO:0008152
6224	2290	catalytic activity	molecular_function	GO:0003824
6224	3708	binding	molecular_function	GO:0005488
6225	2700	subtilase activity	molecular_function	GO:0004289
6225	4639	proteolysis	biological_process	GO:0006508
6225	5830	metabolic process	biological_process	GO:0008152
6225	9710	oxidoreductase activity	molecular_function	GO:0016491
6225	2719	fatty-acid synthase activity	molecular_function	GO:0004312
6225	4020	fatty acid synthase complex	cellular_component	GO:0005835
6225	4761	fatty acid biosynthetic process	biological_process	GO:0006633
6225	4283	electron transport	biological_process	GO:0006118
6227	2175	nucleic acid binding	molecular_function	GO:0003676
6227	3736	ATP binding	molecular_function	GO:0005524
6227	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
6228	2175	nucleic acid binding	molecular_function	GO:0003676
6231	2582	diacylglycerol O-acyltransferase activity	molecular_function	GO:0004144
6237	9710	oxidoreductase activity	molecular_function	GO:0016491
6237	5797	sarcosine oxidase activity	molecular_function	GO:0008115
6243	2176	DNA binding	molecular_function	GO:0003677
6243	3736	ATP binding	molecular_function	GO:0005524
6243	2175	nucleic acid binding	molecular_function	GO:0003676
6243	2792	helicase activity	molecular_function	GO:0004386
6243	611	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
6243	3147	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
6243	6073	8-oxo-7,8-dihydroguanine triphosphatase activity	molecular_function	GO:0008413
6243	6379	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
6243	6416	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
6243	6447	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
6243	9684	pyrophosphatase activity	molecular_function	GO:0016462
6243	11455	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
6243	11456	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
6243	18631	ATP-dependent 5'-3' DNA helicase activity	molecular_function	GO:0043141
6247	2623	serine carboxypeptidase activity	molecular_function	GO:0004185
6247	4639	proteolysis	biological_process	GO:0006508
6247	2625	carboxypeptidase D activity	molecular_function	GO:0004187
6249	3727	protein binding	molecular_function	GO:0005515
6251	2495	arginase activity	molecular_function	GO:0004053
6251	4657	arginine catabolic process	biological_process	GO:0006527
6251	10008	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	molecular_function	GO:0016813
6251	21295	metal ion binding	molecular_function	GO:0046872
6258	5323	intracellular signaling cascade	biological_process	GO:0007242
6259	6991	nitrogen fixation	biological_process	GO:0009399
6259	9456	nitrogenase activity	molecular_function	GO:0016163
6269	2196	transcription factor activity	molecular_function	GO:0003700
6269	3838	nucleus	cellular_component	GO:0005634
6269	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
6269	5939	zinc ion binding	molecular_function	GO:0008270
6269	2176	DNA binding	molecular_function	GO:0003677
6269	4499	transcription	biological_process	GO:0006350
6274	2196	transcription factor activity	molecular_function	GO:0003700
6274	3838	nucleus	cellular_component	GO:0005634
6274	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
6274	5939	zinc ion binding	molecular_function	GO:0008270
6274	2176	DNA binding	molecular_function	GO:0003677
6274	4499	transcription	biological_process	GO:0006350
6280	2176	DNA binding	molecular_function	GO:0003677
6280	3838	nucleus	cellular_component	GO:0005634
6286	4637	GPI anchor biosynthetic process	biological_process	GO:0006506
6286	9321	integral to membrane	cellular_component	GO:0016021
6286	10330	phosphatidylinositol N-acetylglucosaminyltransferase activity	molecular_function	GO:0017176
6287	9971	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
6287	2825	inositol or phosphatidylinositol kinase activity	molecular_function	GO:0004428
6287	4113	phosphoinositide 3-kinase complex	cellular_component	GO:0005942
6287	9574	1-phosphatidylinositol-3-kinase activity	molecular_function	GO:0016303
6287	21277	phosphoinositide phosphorylation	biological_process	GO:0046854
6287	22419	phosphoinositide-mediated signaling	biological_process	GO:0048015
6287	3708	binding	molecular_function	GO:0005488
6287	8439	phosphatidylinositol 3-kinase, class I, catalyst activity	molecular_function	GO:0015072
6287	8440	phosphatidylinositol 3-kinase, class I, regulator activity	molecular_function	GO:0015073
6302	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
6302	4143	carbohydrate metabolic process	biological_process	GO:0005975
6302	2936	alpha-galactosidase activity	molecular_function	GO:0004557
6303	5939	zinc ion binding	molecular_function	GO:0008270
6303	9710	oxidoreductase activity	molecular_function	GO:0016491
6303	2290	catalytic activity	molecular_function	GO:0003824
6303	3708	binding	molecular_function	GO:0005488
6303	5830	metabolic process	biological_process	GO:0008152
6303	247	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	molecular_function	GO:0000252
6303	248	3-keto sterol reductase activity	molecular_function	GO:0000253
6303	2477	aldo-keto reductase activity	molecular_function	GO:0004033
6303	2842	isocitrate dehydrogenase activity	molecular_function	GO:0004448
6303	2886	mevaldate reductase activity	molecular_function	GO:0004495
6303	6491	gluconate dehydrogenase activity	molecular_function	GO:0008875
6303	9508	steroid dehydrogenase activity	molecular_function	GO:0016229
6303	10761	epoxide dehydrogenase activity	molecular_function	GO:0018451
6303	10762	5-exo-hydroxycamphor dehydrogenase activity	molecular_function	GO:0018452
6303	10763	2-hydroxytetrahydrofuran dehydrogenase activity	molecular_function	GO:0018453
6303	15277	phenylcoumaran benzylic ether reductase activity	molecular_function	GO:0032442
6303	16590	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0033764
6303	16591	steroid dehydrogenase activity, acting on the CH-CH group of donors	molecular_function	GO:0033765
6303	19178	(R)-2-hydroxyisocaproate dehydrogenase activity	molecular_function	GO:0043713
6303	22621	3-ketoglucose-reductase activity	molecular_function	GO:0048258
6303	25233	(R)-2-hydroxyglutarate dehydrogenase activity	molecular_function	GO:0051990
6306	5830	metabolic process	biological_process	GO:0008152
6306	9710	oxidoreductase activity	molecular_function	GO:0016491
6306	2290	catalytic activity	molecular_function	GO:0003824
6306	3708	binding	molecular_function	GO:0005488
6306	6310	2-deoxy-D-gluconate 3-dehydrogenase activity	molecular_function	GO:0008678
6313	3737	GTP binding	molecular_function	GO:0005525
6313	3827	intracellular	cellular_component	GO:0005622
6321	3727	protein binding	molecular_function	GO:0005515
6321	3930	cytoplasm	cellular_component	GO:0005737
6321	3082	receptor signaling protein tyrosine kinase activity	molecular_function	GO:0004716
6356	2175	nucleic acid binding	molecular_function	GO:0003676
6356	3838	nucleus	cellular_component	GO:0005634
6358	2196	transcription factor activity	molecular_function	GO:0003700
6358	3838	nucleus	cellular_component	GO:0005634
6358	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
6358	5939	zinc ion binding	molecular_function	GO:0008270
6358	2176	DNA binding	molecular_function	GO:0003677
6358	4499	transcription	biological_process	GO:0006350
6359	9977	nucleotidyltransferase activity	molecular_function	GO:0016779
6359	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
6359	16887	DNA polymerase activity	molecular_function	GO:0034061
6366	2176	DNA binding	molecular_function	GO:0003677
6366	3736	ATP binding	molecular_function	GO:0005524
6366	4420	DNA metabolic process	biological_process	GO:0006259
6366	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
6366	162	nucleotide binding	molecular_function	GO:0000166
6366	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
6366	3727	protein binding	molecular_function	GO:0005515
6366	2182	damaged DNA binding	molecular_function	GO:0003684
6366	4440	DNA repair	biological_process	GO:0006281
6367	3930	cytoplasm	cellular_component	GO:0005737
6367	4650	amino acid metabolic process	biological_process	GO:0006520
6367	9827	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	molecular_function	GO:0016620
6367	24535	NAD binding	molecular_function	GO:0051287
6367	2396	N-acetyl-gamma-glutamyl-phosphate reductase activity	molecular_function	GO:0003942
6367	4656	arginine biosynthetic process	biological_process	GO:0006526
6367	6284	amino acid biosynthetic process	biological_process	GO:0008652
6367	2439	acetylglutamate kinase activity	molecular_function	GO:0003991
6367	3931	mitochondrion	cellular_component	GO:0005739
6367	21401	protein dimerization activity	molecular_function	GO:0046983
6367	2290	catalytic activity	molecular_function	GO:0003824
6367	3708	binding	molecular_function	GO:0005488
6367	5830	metabolic process	biological_process	GO:0008152
6369	2227	structural constituent of ribosome	molecular_function	GO:0003735
6369	3827	intracellular	cellular_component	GO:0005622
6369	4025	ribosome	cellular_component	GO:0005840
6369	4556	translation	biological_process	GO:0006412
6375	3727	protein binding	molecular_function	GO:0005515
6375	4595	protein complex assembly	biological_process	GO:0006461
6375	4994	intracellular protein transport	biological_process	GO:0006886
6375	9480	vesicle-mediated transport	biological_process	GO:0016192
6375	13011	membrane coat	cellular_component	GO:0030117
6375	4927	transport	biological_process	GO:0006810
6379	3727	protein binding	molecular_function	GO:0005515
6379	5939	zinc ion binding	molecular_function	GO:0008270
6381	3933	mitochondrial outer membrane	cellular_component	GO:0005741
6381	4994	intracellular protein transport	biological_process	GO:0006886
6381	8790	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	molecular_function	GO:0015450
6391	2176	DNA binding	molecular_function	GO:0003677
6391	3736	ATP binding	molecular_function	GO:0005524
6391	2175	nucleic acid binding	molecular_function	GO:0003676
6391	2792	helicase activity	molecular_function	GO:0004386
6391	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
6391	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
6391	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
6391	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
6391	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
6391	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
6391	10082	ATPase activity	molecular_function	GO:0016887
6391	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
6391	18132	ATPase activity, coupled	molecular_function	GO:0042623
6391	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
6391	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
6391	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
6396	2227	structural constituent of ribosome	molecular_function	GO:0003735
6396	3827	intracellular	cellular_component	GO:0005622
6396	4025	ribosome	cellular_component	GO:0005840
6396	4556	translation	biological_process	GO:0006412
6416	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
6416	22441	cofactor binding	molecular_function	GO:0048037
6416	2290	catalytic activity	molecular_function	GO:0003824
6416	3708	binding	molecular_function	GO:0005488
6416	5830	metabolic process	biological_process	GO:0008152
6416	6479	formate dehydrogenase activity	molecular_function	GO:0008863
6416	6923	formate dehydrogenase complex	cellular_component	GO:0009326
6424	2176	DNA binding	molecular_function	GO:0003677
6424	3736	ATP binding	molecular_function	GO:0005524
6424	4429	DNA replication initiation	biological_process	GO:0006270
6424	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
6424	162	nucleotide binding	molecular_function	GO:0000166
6424	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
6424	3838	nucleus	cellular_component	GO:0005634
6424	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
6424	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
6424	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
6424	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
6424	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
6424	10082	ATPase activity	molecular_function	GO:0016887
6424	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
6424	18132	ATPase activity, coupled	molecular_function	GO:0042623
6424	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
6424	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
6424	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
6426	5830	metabolic process	biological_process	GO:0008152
6426	6075	acyltransferase activity	molecular_function	GO:0008415
6426	2307	1-acylglycerol-3-phosphate O-acyltransferase activity	molecular_function	GO:0003841
6426	6286	phospholipid biosynthetic process	biological_process	GO:0008654
6426	9320	membrane	cellular_component	GO:0016020
6427	2460	adenylate cyclase activity	molecular_function	GO:0004016
6427	5962	calcium- and calmodulin-responsive adenylate cyclase activity	molecular_function	GO:0008294
6430	4650	amino acid metabolic process	biological_process	GO:0006520
6430	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
6430	3154	L-threonine ammonia-lyase activity	molecular_function	GO:0004794
6430	6705	isoleucine biosynthetic process	biological_process	GO:0009097
6430	2290	catalytic activity	molecular_function	GO:0003824
6430	5830	metabolic process	biological_process	GO:0008152
6435	2290	catalytic activity	molecular_function	GO:0003824
6435	19375	cellular metabolic process	biological_process	GO:0044237
6435	23921	coenzyme binding	molecular_function	GO:0050662
6435	3708	binding	molecular_function	GO:0005488
6435	5830	metabolic process	biological_process	GO:0008152
6440	3736	ATP binding	molecular_function	GO:0005524
6440	4927	transport	biological_process	GO:0006810
6440	9321	integral to membrane	cellular_component	GO:0016021
6440	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
6440	10082	ATPase activity	molecular_function	GO:0016887
6440	162	nucleotide binding	molecular_function	GO:0000166
6440	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
6440	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
6440	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
6440	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
6440	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
6440	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
6440	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
6440	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
6440	18132	ATPase activity, coupled	molecular_function	GO:0042623
6440	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
6440	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
6441	3530	structural molecule activity	molecular_function	GO:0005198
6441	3727	protein binding	molecular_function	GO:0005515
6441	4595	protein complex assembly	biological_process	GO:0006461
6441	4994	intracellular protein transport	biological_process	GO:0006886
6441	6212	protein transporter activity	molecular_function	GO:0008565
6441	9480	vesicle-mediated transport	biological_process	GO:0016192
6441	13024	clathrin coat of trans-Golgi network vesicle	cellular_component	GO:0030130
6441	13026	clathrin coat of coated pit	cellular_component	GO:0030132
6443	3727	protein binding	molecular_function	GO:0005515
6443	5939	zinc ion binding	molecular_function	GO:0008270
6443	2175	nucleic acid binding	molecular_function	GO:0003676
6443	3827	intracellular	cellular_component	GO:0005622
6444	2290	catalytic activity	molecular_function	GO:0003824
6444	5830	metabolic process	biological_process	GO:0008152
6444	2598	dihydroxy-acid dehydratase activity	molecular_function	GO:0004160
6444	6691	branched chain family amino acid biosynthetic process	biological_process	GO:0009082
6450	2227	structural constituent of ribosome	molecular_function	GO:0003735
6450	3827	intracellular	cellular_component	GO:0005622
6450	4025	ribosome	cellular_component	GO:0005840
6450	4556	translation	biological_process	GO:0006412
6457	2175	nucleic acid binding	molecular_function	GO:0003676
6459	3632	nucleoside transmembrane transporter activity	molecular_function	GO:0005337
6459	4927	transport	biological_process	GO:0006810
6459	9320	membrane	cellular_component	GO:0016020
6463	3043	protein kinase activity	molecular_function	GO:0004672
6463	3736	ATP binding	molecular_function	GO:0005524
6463	4602	protein amino acid phosphorylation	biological_process	GO:0006468
6463	6109	O-sialoglycoprotein endopeptidase activity	molecular_function	GO:0008450
6465	2977	glutathione peroxidase activity	molecular_function	GO:0004602
6465	5077	response to oxidative stress	biological_process	GO:0006979
6479	2917	exonuclease activity	molecular_function	GO:0004527
6479	3827	intracellular	cellular_component	GO:0005622
6479	2175	nucleic acid binding	molecular_function	GO:0003676
6487	2715	exo-alpha-sialidase activity	molecular_function	GO:0004308
6488	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
6488	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
6491	19944	naringenin 3-dioxygenase activity	molecular_function	GO:0045486
6494	2543	cholinesterase activity	molecular_function	GO:0004104
6512	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
6512	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
6512	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
6512	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
6512	3050	casein kinase activity	molecular_function	GO:0004680
6512	3051	casein kinase I activity	molecular_function	GO:0004681
6512	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
6512	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
6512	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
6512	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
6512	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
6512	3067	atypical protein kinase C activity	molecular_function	GO:0004700
6512	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
6512	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
6512	3071	JUN kinase activity	molecular_function	GO:0004705
6512	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
6512	3074	MAP kinase kinase activity	molecular_function	GO:0004708
6512	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
6512	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
6512	3084	Janus kinase activity	molecular_function	GO:0004718
6512	6004	MAP kinase 1 activity	molecular_function	GO:0008338
6512	6005	MP kinase activity	molecular_function	GO:0008339
6512	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
6512	6196	JUN kinase kinase activity	molecular_function	GO:0008545
6512	10102	MAP kinase 2 activity	molecular_function	GO:0016908
