#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
29240	IPR001623	Heat shock protein DnaJ, N-terminal	HMMPfam	PF00226	DnaJ	1	5,	71,	3.5e-24
29240	IPR001623	Heat shock protein DnaJ, N-terminal	HMMSmart	SM00271	no description	1	4,	66,	2.9e-13
29240	IPR001623	Heat shock protein DnaJ, N-terminal	ProfileScan	PS50076	DNAJ_2	1	5,	74,	17.041
29240	IPR001623	Heat shock protein DnaJ, N-terminal	superfamily	SSF46565	Chaperone J-domain	1	2,	80,	5e-18
29250	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	15,	53,	0.00012
29250	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	11,	55,	0.0016
29250	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	16,	46,	10.942
29250	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	16,	44,	8e-5
29250	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	4,	58,	9.4e-10
29324	IPR004217	Zinc finger, Tim10/DDP-type	HMMPfam	PF02953	zf-Tim10_DDP	1	19,	83,	5.1e-09
29358	IPR002347	Glucose/ribitol dehydrogenase	FPrintScan	PR00081	GDHRDH	4	5,77,128,186,	22,88,144,203,	4.7e-09,4.7e-09,4.7e-09,4.7e-09
29358	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	adh_short	1	4,	184,	9.1e-06
29358	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	2,	222,	2.4e-36
29381	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	97,	488,	1.2e-34
29381	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	93,	511,	10.952
29381	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	77,	513,	1.4e-66
29383	IPR007568	RTA1 like protein	HMMPfam	PF04479	RTA1	1	39,	269,	2.1e-42
29458	IPR000788	Ribonucleotide reductase large subunit, C-terminal	FPrintScan	PR01183	RIBORDTASEM1	6	293,423,464,502,530,595,	312,434,487,524,553,622,	1.2e-62,1.2e-62,1.2e-62,1.2e-62,1.2e-62,1.2e-62
29458	IPR013509	Ribonucleotide reductase large subunit, N-terminal	HMMPfam	PF00317	Ribonuc_red_lgN	1	141,	213,	3.5e-34
29458	IPR000788	Ribonucleotide reductase large subunit, C-terminal	HMMPfam	PF02867	Ribonuc_red_lgC	1	216,	746,	0
29458	IPR005144	ATP-cone	HMMPfam	PF03477	ATP-cone	1	1,	91,	2.7e-24
29458	IPR013346	Ribonucleoside-diphosphate reductase, alpha subunit	HMMTigr	TIGR02506	NrdE_NrdA: ribonucleoside-diphosphate reduc	1	145,	745,	8.5e-269
29458	IPR005144	ATP-cone	ProfileScan	PS51161	ATP_CONE	1	1,	92,	20.250
29458	IPR000788	Ribonucleotide reductase large subunit, C-terminal	ScanRegExp	PS00089	RIBORED_LARGE	1	584,	606,	8e-5
29458	IPR008926	Ribonucleotide reductase R1 subunit, N-terminal	superfamily	SSF48168	R1 subunit of ribonucleotide reductase, N-terminal domain	1	6,	214,	1.8e-60
29710	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	37,	427,	3.5e-28
29710	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	33,	450,	10.888
29710	IPR001680	WD40 repeat	ScanRegExp	PS00678	WD_REPEATS_1	1	338,	352,	NA
29710	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	18,	451,	5.9e-63
29778	IPR014756	Immunoglobulin E-set	superfamily	SSF81296	E set domains	1	437,	627,	2e-06
29963	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q7SGX2_NEUCR_Q7SGX2;	1	122,	381,	1e-92
29963	IPR017442	Serine/threonine protein kinase-related	HMMPfam	PF00069	Pkinase	1	122,	381,	1.3e-75
29963	IPR000961	Protein kinase, C-terminal	HMMPfam	PF00433	Pkinase_C	1	403,	454,	0.00071
29963	IPR000961	Protein kinase, C-terminal	HMMSmart	SM00133	no description	1	382,	452,	0.00081
29963	IPR001245	Tyrosine protein kinase	HMMSmart	SM00219	no description	1	122,	372,	8.4e-08
29963	IPR002290	Serine/threonine protein kinase	HMMSmart	SM00220	no description	1	122,	381,	2.6e-81
29963	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	122,	381,	45.460
29963	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	97,	403,	4.1e-81
29973	IPR013655	PAS fold-3	HMMPfam	PF08447	PAS_3	1	17,	92,	1.4e-08
29973	IPR000014	PAS	HMMSmart	SM00091	no description	2	3,143,	61,211,	0.6,6.7
29973	IPR000014	PAS	ProfileScan	PS50112	PAS	2	1,167,	63,213,	13.097,9.749
30007	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	37,	411,	1.2e-24
30007	IPR001680	WD40 repeat	ScanRegExp	PS00678	WD_REPEATS_1	1	337,	351,	NA
30007	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	18,	462,	6.7e-62
30029	IPR014756	Immunoglobulin E-set	superfamily	SSF81296	E set domains	1	2,	202,	4.4e-06
30057	IPR007320	Programmed cell death protein 2, C-terminal	HMMPfam	PF04194	PDCD2_C	1	229,	406,	2e-08
30244	IPR004098	Prp18	HMMPfam	PF02840	Prp18	1	217,	366,	2e-52
30244	IPR014906	Pre-mRNA processing factor 4 (PRP4) like	HMMPfam	PF08799	PRP4	1	151,	180,	4.5e-09
30244	IPR003648	Splicing factor motif	HMMSmart	SM00500	no description	1	146,	196,	0.0049
30244	IPR004098	Prp18	superfamily	SSF47938	Functional domain of the splicing factor Prp18	1	183,	366,	2.3e-48
30289	IPR002130	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type	FPrintScan	PR00153	CSAPPISMRASE	5	500,526,568,583,596,	515,538,583,595,611,	1.5e-29,1.5e-29,1.5e-29,1.5e-29,1.5e-29
30289	IPR002130	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type	HMMPfam	PF00160	Pro_isomerase	1	486,	637,	5.6e-73
30289	IPR001680	WD40 repeat	HMMPfam	PF00400	WD40	1	117,	155,	1.2e-05
30289	IPR001680	WD40 repeat	HMMSmart	SM00320	no description	4	73,116,205,261,	111,155,245,301,	9.4,3.9e-05,3.6,0.13
30289	IPR002130	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type	ProfileScan	PS50072	CSA_PPIASE_2	1	490,	636,	35.777
30289	IPR001680	WD40 repeat	ProfileScan	PS50082	WD_REPEATS_2	1	123,	164,	9.573
30289	IPR001680	WD40 repeat	ProfileScan	PS50294	WD_REPEATS_REGION	1	79,	164,	12.736
30289	IPR002130	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type	ScanRegExp	PS00170	CSA_PPIASE_1	1	521,	538,	8e-5
30289	IPR015891	Cyclophilin-like	superfamily	SSF50891	Cyclophilin-like	1	477,	637,	1.3e-66
30289	IPR011046	WD40 repeat-like	superfamily	SSF50978	WD40 repeat-like	1	67,	403,	3.6e-34
30502	IPR000182	GCN5-related N-acetyltransferase	HMMPfam	PF00583	Acetyltransf_1	1	252,	320,	4.7e-05
30502	IPR016181	Acyl-CoA N-acyltransferase	superfamily	SSF55729	Acyl-CoA N-acyltransferases (Nat)	1	252,	331,	1.2e-10
30619	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	47,	86,	0.00013
30619	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	43,	87,	3.5e-08
30619	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	48,	78,	11.217
30619	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	48,	76,	8e-5
30619	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	36,	90,	2.4e-12
30720	IPR003114	PX-associated	HMMPfam	PF02194	PXA	1	132,	310,	5.3e-08
30720	IPR013937	Sorting nexin, C-terminal	HMMPfam	PF08628	Nexin_C	1	907,	1021,	9.3e-12
30720	IPR013996	PX-associated, sorting nexin 13	HMMSmart	SM00313	no description	1	132,	310,	2.1e-06
30720	IPR003114	PX-associated	ProfileScan	PS51207	PXA	1	132,	310,	25.293
30740	IPR002297	DNA-directed DNA-polymerase, family A, mitochondria	FPrintScan	PR00867	DNAPOLG	9	199,325,471,755,856,913,960,1013,1029,	211,339,480,781,864,926,976,1028,1045,	9e-68,9e-68,9e-68,9e-68,9e-68,9e-68,9e-68,9e-68,9e-68
30740	IPR001098	DNA-directed DNA polymerase, family A	HMMPfam	PF00476	DNA_pol_A	1	644,	1047,	9.9e-116
30740	IPR001098	DNA-directed DNA polymerase, family A	HMMSmart	SM00482	no description	1	778,	1010,	3.4e-88
30740	IPR001098	DNA-directed DNA polymerase, family A	ScanRegExp	PS00447	DNA_POLYMERASE_A	1	849,	868,	8e-5
30740	IPR012337	Polynucleotidyl transferase, Ribonuclease H fold	superfamily	SSF53098	Ribonuclease H-like	1	240,	475,	7.3e-13
30795	IPR001204	Phosphate transporter	HMMPfam	PF01384	PHO4	1	25,	549,	4.7e-166
30822	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	adh_short	1	5,	47,	0.00011
30822	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	1,	44,	7.6e-07
30920	IPR000953	Chromo domain	HMMPfam	PF00385	Chromo	1	40,	76,	3.6e-05
30920	IPR000953	Chromo domain	ProfileScan	PS50013	CHROMO_2	1	40,	101,	10.349
30920	IPR016197	Chromo domain-like	superfamily	SSF54160	Chromo domain-like	1	32,	77,	1.9e-05
30945	IPR004007	Dak phosphatase	superfamily	SSF101473	Citrobacter dihydroxyacetone kinase extra ATP-binding domain	1	1,	86,	9.1e-12
30958	IPR006047	Glycosyl hydrolase, family 13, catalytic region	HMMPfam	PF00128	Alpha-amylase	1	68,	491,	6.8e-105
30958	IPR006589	Glycosyl hydrolase, family 13, subfamily, catalytic region	HMMSmart	SM00642	no description	1	68,	491,	1.3e-141
30958	IPR017853	Glycoside hydrolase, catalytic core	superfamily	SSF51445	(Trans)glycosidases	1	58,	549,	5.1e-129
30986	IPR007577	Glycosyltransferase sugar-binding region containing DXD motif	HMMPfam	PF04488	Gly_transf_sug	1	114,	198,	0.00017
31013	IPR004875	CENP-B protein	HMMPfam	PF03184	DDE	1	53,	247,	2.5e-55
31068	IPR003439	ABC transporter-like	BlastProDom	PD000006	Q9HGT5_TRIRU_Q9HGT5;	2	587,1255,	629,1296,	6e-12,4e-13
31068	IPR003439	ABC transporter-like	HMMPfam	PF00005	ABC_tran	2	467,1141,	660,1327,	2.3e-54,2.3e-59
31068	IPR001140	ABC transporter, transmembrane region	HMMPfam	PF00664	ABC_membrane	2	152,789,	392,1056,	3e-30,1e-35
31068	IPR003593	AAA+ ATPase, core	HMMSmart	SM00382	no description	2	466,1140,	661,1328,	1.2e-09,3.9e-13
31068	IPR003439	ABC transporter-like	ProfileScan	PS50893	ABC_TRANSPORTER_2	2	439,1113,	684,1351,	24.643,25.210
31068	IPR011527	ABC transporter, transmembrane region, type 1	ProfileScan	PS50929	ABC_TM1F	2	76,790,	404,1064,	33.887,36.442
31068	IPR003439	ABC transporter-like	ScanRegExp	PS00211	ABC_TRANSPORTER_1	2	587,1254,	601,1268,	8e-5,8e-5
31068	IPR011527	ABC transporter, transmembrane region, type 1	superfamily	SSF90123	Multidrug resistance ABC transporter MsbA, N-terminal domain	2	63,733,	696,1094,	4e-47,1.2e-51
31095	IPR017853	Glycoside hydrolase, catalytic core	superfamily	SSF51445	(Trans)glycosidases	1	19,	190,	2.2e-05
31096	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar_tr	1	60,	495,	1.6e-66
31096	IPR003663	Sugar transporter	HMMTigr	TIGR00879	SP: MFS transporter, sugar porter (SP) famil	1	2,	491,	2e-80
31096	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	60,	484,	22.926
31096	IPR005829	Sugar transporter, conserved site	ScanRegExp	PS00217	SUGAR_TRANSPORT_2	1	167,	192,	NA
31096	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	1,	492,	3.3e-41
31098	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	adh_short	1	6,	171,	0.0011
31098	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	1,	177,	2.4e-18
31150	IPR007087	Zinc finger, C2H2-type	HMMPfam	PF00096	zf-C2H2	2	8,55,	31,77,	0.021,0.0011
31150	IPR015880	Zinc finger, C2H2-like	HMMSmart	SM00355	no description	4	8,55,128,219,	31,75,150,243,	0.52,74,1e+02,49
31150	IPR007087	Zinc finger, C2H2-type	ProfileScan	PS50157	ZINC_FINGER_C2H2_2	1	8,	36,	10.055
31150	IPR007087	Zinc finger, C2H2-type	ScanRegExp	PS00028	ZINC_FINGER_C2H2_1	1	10,	31,	8e-5
31174	IPR007087	Zinc finger, C2H2-type	HMMPfam	PF00096	zf-C2H2	1	51,	73,	0.024
31174	IPR015880	Zinc finger, C2H2-like	HMMSmart	SM00355	no description	3	4,51,125,	27,71,147,	0.13,55,66
31174	IPR007087	Zinc finger, C2H2-type	ProfileScan	PS50157	ZINC_FINGER_C2H2_2	1	4,	32,	9.868
31174	IPR007087	Zinc finger, C2H2-type	ScanRegExp	PS00028	ZINC_FINGER_C2H2_1	1	6,	27,	8e-5
31225	IPR003604	Zinc finger, U1-type	HMMSmart	SM00451	no description	1	75,	109,	3.1e-05
31225	IPR007087	Zinc finger, C2H2-type	ScanRegExp	PS00028	ZINC_FINGER_C2H2_1	1	80,	102,	NA
31361	IPR007889	Helix-turn-helix, Psq	HMMPfam	PF05225	HTH_psq	1	1,	46,	1e-10
31361	IPR006600	Centromere protein B, helix-turn-helix	HMMSmart	SM00674	no description	1	52,	121,	7.3e-07
31361	IPR006600	Centromere protein B, helix-turn-helix	ProfileScan	PS51253	HTH_CENPB	1	46,	121,	13.451
31361	IPR009057	Homeodomain-like	superfamily	SSF46689	Homeodomain-like	1	52,	115,	3.5e-05
31401	IPR004875	CENP-B protein	HMMPfam	PF03184	DDE	1	134,	229,	7.8e-25
31401	IPR007889	Helix-turn-helix, Psq	HMMPfam	PF05225	HTH_psq	1	1,	28,	1.1e-05
31401	IPR006600	Centromere protein B, helix-turn-helix	HMMSmart	SM00674	no description	1	34,	100,	1.3e-05
31401	IPR006600	Centromere protein B, helix-turn-helix	ProfileScan	PS51253	HTH_CENPB	1	28,	100,	13.770
31401	IPR009057	Homeodomain-like	superfamily	SSF46689	Homeodomain-like	1	30,	95,	8.5e-05
31414	IPR000687	RIO kinase	HMMPfam	PF01163	RIO1	1	46,	235,	5.4e-110
31414	IPR000687	RIO kinase	HMMSmart	SM00090	no description	1	4,	241,	6.1e-135
31414	IPR008266	Tyrosine protein kinase, active site	ScanRegExp	PS00109	PROTEIN_KINASE_TYR	1	174,	186,	NA
31414	IPR000687	RIO kinase	ScanRegExp	PS01245	RIO1	1	174,	185,	8e-5
31414	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	15,	240,	2.2e-30
31439	IPR007889	Helix-turn-helix, Psq	HMMPfam	PF05225	HTH_psq	1	1,	44,	2.9e-06
31470	IPR011021	Arrestin-like, N-terminal	HMMPfam	PF00339	Arrestin_N	1	4,	137,	8.3e-16
31470	IPR011022	Arrestin-like, C-terminal	HMMPfam	PF02752	Arrestin_C	1	175,	305,	0.0012
31470	IPR014756	Immunoglobulin E-set	superfamily	SSF81296	E set domains	1	3,	198,	2.5e-12
31482	IPR005290	Ribosomal protein S15, bacterial-type	BlastProDom	PD157043	RT28_SCHPO_O13602;	1	70,	145,	4e-14
31482	IPR000589	Ribosomal protein S15	HMMPfam	PF00312	Ribosomal_S15	1	70,	146,	5e-18
31482	IPR005290	Ribosomal protein S15, bacterial-type	HMMTigr	TIGR00952	S15_bact: ribosomal protein S15	1	67,	147,	1.2e-15
31482	IPR000589	Ribosomal protein S15	ScanRegExp	PS00362	RIBOSOMAL_S15	1	97,	127,	NA
31482	IPR009068	S15/NS1, RNA-binding	superfamily	SSF47060	S15/NS1 RNA-binding domain	1	60,	147,	2.9e-22
31610	IPR013933	Chromatin remodelling complex, RSC SWI/SNF subunit Rsc7/Swp82	HMMPfam	PF08624	CRC_subunit	1	31,	131,	4.4e-75
31624	IPR001962	Asparagine synthase	HMMPfam	PF00733	Asn_synthase	1	189,	464,	1.1e-47
31636	IPR002164	Nucleosome assembly protein (NAP)	HMMPfam	PF00956	NAP	1	75,	343,	6.9e-131
31817	IPR000504	RNA recognition motif, RNP-1	HMMPfam	PF00076	RRM_1	1	9,	60,	7.5e-05
31817	IPR007275	YT521-B-like protein	HMMPfam	PF04146	YTH	1	267,	322,	1.2e-13
31817	IPR000504	RNA recognition motif, RNP-1	HMMSmart	SM00360	no description	1	8,	76,	4.3e-06
31817	IPR000504	RNA recognition motif, RNP-1	ProfileScan	PS50102	RRM	1	7,	80,	9.371
31817	IPR007275	YT521-B-like protein	ProfileScan	PS50882	YTH	1	120,	322,	28.852
31858	IPR006906	Timeless protein	HMMPfam	PF04821	TIMELESS	1	24,	299,	2.3e-46
31858	IPR007725	Timeless C-terminal	HMMPfam	PF05029	TIMELESS_C	1	620,	703,	1.9e-12
31858	IPR001623	Heat shock protein DnaJ, N-terminal	ScanRegExp	PS00636	DNAJ_1	1	599,	618,	NA
31935	IPR001499	Fungal pheromone STE3 GPCR	FPrintScan	PR00899	GPCRSTE3	9	13,62,106,128,146,165,189,253,267,	27,78,125,144,165,180,208,267,277,	5.2e-31,5.2e-31,5.2e-31,5.2e-31,5.2e-31,5.2e-31,5.2e-31,5.2e-31,5.2e-31
31935	IPR001499	Fungal pheromone STE3 GPCR	HMMPfam	PF02076	STE3	1	1,	277,	1.1e-48
31949	IPR013536	WLM	HMMPfam	PF08325	WLM	1	127,	326,	1.2e-66
31949	IPR006025	Peptidase M, neutral zinc metallopeptidases, zinc-binding site	ScanRegExp	PS00142	ZINC_PROTEASE	1	221,	230,	NA
32025	IPR001138	Fungal transcriptional regulatory protein, N-terminal	FPrintScan	PR00054	FUNGALZNCYS	3	10,17,26,	16,23,36,	2.6,2.6,2.6
32025	IPR002409	Aflatoxin biosynthesis regulatory protein	FPrintScan	PR00755	AFLATOXINBRP	2	2,23,	21,45,	1.3e-05,1.3e-05
32025	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	9,	47,	1.7e-12
32025	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	232,	329,	2.5e-13
32025	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	5,	49,	5.5e-10
32025	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	10,	40,	11.580
32025	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	10,	38,	8e-5
32025	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	4,	52,	1.7e-11
32099	IPR004177	DDHD	ProfileScan	PS51043	DDHD	1	184,	380,	16.085
32099	IPR008262	Lipase, active site	ScanRegExp	PS00120	LIPASE_SER	1	143,	152,	NA
32176	IPR001327	Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region	BlastProDom	PD000139	Q9LLN1_ORYSA_Q9LLN1;	1	143,	193,	2e-05
32176	IPR013027	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	FPrintScan	PR00368	FADPNR	3	10,121,158,	32,130,183,	2e-08,2e-08,2e-08
32176	IPR001100	Pyridine nucleotide-disulphide oxidoreductase, class I	FPrintScan	PR00411	PNDRDTASEI	3	10,121,158,	32,130,183,	3.7e-07,3.7e-07,3.7e-07
32360	IPR006047	Glycosyl hydrolase, family 13, catalytic region	HMMPfam	PF00128	Alpha-amylase	1	1,	133,	8.4e-48
32360	IPR017853	Glycoside hydrolase, catalytic core	superfamily	SSF51445	(Trans)glycosidases	1	3,	133,	6.3e-42
32369	IPR003095	Heat shock protein DnaJ	FPrintScan	PR00625	DNAJPROTEIN	2	370,401,	389,421,	5.5e-14,5.5e-14
32369	IPR001623	Heat shock protein DnaJ, N-terminal	HMMPfam	PF00226	DnaJ	1	359,	421,	2.1e-39
32369	IPR001440	Tetratricopeptide TPR-1	HMMPfam	PF00515	TPR_1	5	1,32,75,233,271,	31,65,99,266,304,	0.054,0.014,0.051,0.16,4.1e-09
32369	IPR013105	Tetratricopeptide TPR2	HMMPfam	PF07719	TPR_2	2	187,305,	220,338,	1.6e-06,0.00035
32369	IPR013026	Tetratricopeptide region	HMMSmart	SM00028	no description	7	1,32,153,187,233,271,305,	31,65,186,220,266,304,338,	0.72,0.15,4.9e+02,0.00056,11,7.1e-07,0.012
32369	IPR001623	Heat shock protein DnaJ, N-terminal	HMMSmart	SM00271	no description	1	358,	416,	3.5e-30
32369	IPR013026	Tetratricopeptide region	ProfileScan	PS50005	TPR	7	1,32,74,187,233,271,305,	31,65,106,220,266,304,338,	8.909,6.874,6.284,10.709,8.408,9.676,10.089
32369	IPR001623	Heat shock protein DnaJ, N-terminal	ProfileScan	PS50076	DNAJ_2	1	359,	424,	22.776
32369	IPR013026	Tetratricopeptide region	ProfileScan	PS50293	TPR_REGION	1	1,	338,	38.769
32369	IPR001623	Heat shock protein DnaJ, N-terminal	ScanRegExp	PS00636	DNAJ_1	1	401,	420,	8e-5
32369	IPR001623	Heat shock protein DnaJ, N-terminal	superfamily	SSF46565	Chaperone J-domain	1	351,	467,	1.4e-34
32384	IPR007889	Helix-turn-helix, Psq	HMMPfam	PF05225	HTH_psq	1	1,	45,	2.3e-09
32384	IPR006600	Centromere protein B, helix-turn-helix	HMMSmart	SM00674	no description	1	51,	120,	7.3e-07
32384	IPR006600	Centromere protein B, helix-turn-helix	ProfileScan	PS51253	HTH_CENPB	1	45,	120,	13.451
32384	IPR009057	Homeodomain-like	superfamily	SSF46689	Homeodomain-like	1	51,	114,	3.5e-05
32396	IPR002559	Transposase, IS4-like	HMMPfam	PF01609	Transposase_11	1	126,	289,	0.00015
32400	IPR001650	DNA/RNA helicase, C-terminal	HMMPfam	PF00271	Helicase_C	1	218,	312,	8.3e-17
32400	IPR007502	Helicase-associated region	HMMPfam	PF04408	HA2	1	372,	466,	1.7e-17
32400	IPR011709	Region of unknown function DUF1605	HMMPfam	PF07717	DUF1605	1	503,	611,	5.5e-17
32400	IPR014001	DEAD-like helicase, N-terminal	HMMSmart	SM00487	no description	1	2,	164,	1e-14
32400	IPR001650	DNA/RNA helicase, C-terminal	HMMSmart	SM00490	no description	1	208,	312,	1.8e-18
32400	IPR014021	Helicase, superfamily 1 and 2, ATP-binding	ProfileScan	PS51192	HELICASE_ATP_BIND_1	1	1,	155,	21.173
32400	IPR001650	DNA/RNA helicase, C-terminal	ProfileScan	PS51194	HELICASE_CTER	1	172,	354,	14.408
32404	IPR007889	Helix-turn-helix, Psq	HMMPfam	PF05225	HTH_psq	1	1,	46,	1e-10
32404	IPR006600	Centromere protein B, helix-turn-helix	HMMSmart	SM00674	no description	1	52,	121,	0.00013
32404	IPR006600	Centromere protein B, helix-turn-helix	ProfileScan	PS51253	HTH_CENPB	1	46,	121,	13.451
32404	IPR009057	Homeodomain-like	superfamily	SSF46689	Homeodomain-like	1	52,	115,	0.014
32435	IPR001117	Multicopper oxidase, type 1	HMMPfam	PF00394	Cu-oxidase	1	135,	289,	4.8e-28
32435	IPR011706	Multicopper oxidase, type 2	HMMPfam	PF07731	Cu-oxidase_2	1	390,	526,	4.5e-25
32435	IPR011707	Multicopper oxidase, type 3	HMMPfam	PF07732	Cu-oxidase_3	1	7,	124,	6.2e-59
32435	IPR002355	Multicopper oxidase, copper-binding site	ScanRegExp	PS00079	MULTICOPPER_OXIDASE1	2	97,505,	117,525,	NA,8e-5
32435	IPR002355	Multicopper oxidase, copper-binding site	ScanRegExp	PS00080	MULTICOPPER_OXIDASE2	1	510,	521,	8e-5
32435	IPR008972	Cupredoxin	superfamily	SSF49503	Cupredoxins	3	1,124,330,	152,525,526,	3.7e-43,3e-35,1.3e-25
32443	IPR004875	CENP-B protein	HMMPfam	PF03184	DDE	1	164,	373,	1e-81
32443	IPR007889	Helix-turn-helix, Psq	HMMPfam	PF05225	HTH_psq	1	10,	55,	1e-10
32443	IPR006600	Centromere protein B, helix-turn-helix	HMMSmart	SM00674	no description	1	61,	130,	7.3e-07
32443	IPR001878	Zinc finger, CCHC-type	ProfileScan	PS50158	ZF_CCHC	1	527,	543,	8.763
32443	IPR006600	Centromere protein B, helix-turn-helix	ProfileScan	PS51253	HTH_CENPB	1	55,	130,	13.451
32443	IPR009057	Homeodomain-like	superfamily	SSF46689	Homeodomain-like	1	61,	124,	3.5e-05
32460	IPR008906	HAT dimerisation	HMMPfam	PF05699	hATC	1	302,	383,	1.5e-19
32493	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	25,	434,	2.2e-41
32493	IPR004638	Drug resistance transporter EmrB/QacA subfamily	HMMTigr	TIGR00711	efflux_EmrB: drug resistance MFS transpor	1	19,	502,	7.1e-28
32493	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	21,	507,	33.411
32493	IPR005829	Sugar transporter, conserved site	ScanRegExp	PS00217	SUGAR_TRANSPORT_2	1	116,	141,	NA
32493	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	4,	502,	4.9e-56
32541	IPR000120	Amidase signature enzyme	HMMPfam	PF01425	Amidase	1	59,	517,	7.8e-83
32541	IPR015830	Amidase, fungi type	HMMPIR	PIRSF001221	Amidase, fungal type	1	1,	528,	2e-172
32541	IPR000120	Amidase signature enzyme	superfamily	SSF75304	Amidase signature (AS) enzymes	1	1,	528,	5.9e-118
32651	IPR014844	PalH/RIM21	HMMPfam	PF08733	PalH	1	1,	272,	2.5e-68
32732	IPR007217	Per1-like	HMMPfam	PF04080	Per1	1	32,	301,	7.8e-95
32736	IPR001469	ATPase, F1 complex, delta/epsilon subunit	BlastProDom	PD000944	ATPD_NEUCR_P56525;	1	20,	87,	1e-24
32736	IPR001469	ATPase, F1 complex, delta/epsilon subunit	HMMPfam	PF02823	ATP-synt_DE_N	1	20,	71,	4.4e-14
32736	IPR001469	ATPase, F1 complex, delta/epsilon subunit	HMMTigr	TIGR01216	ATP_synt_epsi: ATP synthase F1, epsilon	1	1,	126,	1.3e-09
32736	IPR001469	ATPase, F1 complex, delta/epsilon subunit	superfamily	SSF51344	Epsilon subunit of F1F0-ATP synthase N-terminal domain	1	10,	85,	1.4e-15
32737	IPR007568	RTA1 like protein	HMMPfam	PF04479	RTA1	1	45,	269,	1.4e-38
32963	IPR000232	Heat shock factor (HSF)-type, DNA-binding	BlastProDom	PD001788	Q6FS51_EEEEE_Q6FS51;	1	6,	85,	3e-26
